Auctioneer,Phone,E-mail,District,Region,Latitude,Longitude,Title of auction,Beginning_on,Beginning_at,Category,Subcategory,Auction_code,Estimated_price,Reserve_price,Link
Podkonický Juraj,255702060,e-podatelna@exekuce.eu,Písek,Jihočeský kraj,"49.520061,",,"Rekreační chata Lety, okr. Písek - podíl 1/2",2021-10-20,11:00,Nemovitosti,Rekreační objekt,X279619/10-102,268680,179120,https://www.portaldrazeb.cz/drazba/067ex279619-10-102-yo7eg
Jícha Lukáš,588003999,urad@eujicha.cz,Trutnov,Královéhradecký kraj,50.5347657,16.0680775,"Zahrada v k.ú. Petrovice u Strážkovic, okr. Trutnov",2021-10-20,11:00,Nemovitosti,Pozemek,3EX30227/20-61,210000,105000,https://www.portaldrazeb.cz/drazba/203ex30227-20-61-mg5ez
Jícha Lukáš,588003999,urad@eujicha.cz,Jičín,Královéhradecký kraj,50.5173043,15.4853343,"Dům v obci Stará Paka, okr. Jičín",2021-10-20,11:00,Nemovitosti,Rodinný dům,203EX8010/21,1530000,1020000,https://www.portaldrazeb.cz/drazba/203ex8010-21-95qej
Jícha Lukáš,588003999,urad@eujicha.cz,Kroměříž,Zlínský kraj,49.3491028,17.3743458,"Podíl na garáži v obci Chropyně, okr. Kroměříž",2021-10-20,11:00,Nemovitosti,-,203EX315/13,50000,33333,https://www.portaldrazeb.cz/drazba/203ex315-13-rbzwd
Jícha Lukáš,588003999,urad@eujicha.cz,Břeclav,Jihomoravský kraj,"48.828767,",,"Podíl na rodinném domě v obci Podivín, okr. Břeclav",2021-10-20,11:00,Nemovitosti,Rodinný dům,203EX29658/12,295000,196667,https://www.portaldrazeb.cz/drazba/203ex29658-12-aqajg
Podkonický Juraj,255702060,e-podatelna@exekuce.eu,Domažlice,Plzeňský kraj,49.3260776,13.144971},"Orná půda 3668 m2 Pocinovice, okr. Domažlice",2021-10-20,11:00,Nemovitosti,Pozemek,7EX6829/17-121,21100,14067,https://www.portaldrazeb.cz/drazba/067ex6829-17-121-rbzad
Jícha Lukáš,588003999,urad@eujicha.cz,Rakovník,Středočeský kraj,50.2149627,13.6769326,"Podíl na rodinném domě v obci Kounov, okr. Rakovník",2021-10-20,11:00,Nemovitosti,Rodinný dům,203EX55423/14,75000,37500,https://www.portaldrazeb.cz/drazba/203ex55423-14-a9kxr
Jícha Lukáš,588003999,urad@eujicha.cz,Šumperk,Olomoucký kraj,49.7446977,16.9289226,"Chata v obci Loštice, okr. Šumperk",2021-10-20,11:00,Nemovitosti,Rekreační objekt,203EX60400/13,285000,190000,https://www.portaldrazeb.cz/drazba/203ex60400-13-ekgwz
Jícha Lukáš,588003999,urad@eujicha.cz,Pardubice,Pardubický kraj,50.0076356,15.5291542,"Podíl na pozemku v k.ú. Kozašice, okr. Pardubice",2021-10-20,11:00,Nemovitosti,Pozemek,203EX13785/13,513000,342000,https://www.portaldrazeb.cz/drazba/203ex13785-13-lgwj1
Podkonický Juraj,255702060,e-podatelna@exekuce.eu,Strakonice,Jihočeský kraj,49.1460507,14.1723168,"Byt 2+1 Vodňany, okr. Strakonice",2021-10-20,11:00,Nemovitosti,Byt,7EX3801/17-102,1858000,1238667,https://www.portaldrazeb.cz/drazba/067ex3801-17-102-mg5r0
Podkonický Juraj,255702060,e-podatelna@exekuce.eu,Mělník,Středočeský kraj,50.3786597,14.5415664,"Nadstandardní rodinný dům 10+kk s pozemky o velikosti 3 633m2, terasou, krytým bazénem a garáží a  k.ú. Lhotka, okr. Mělník",2021-10-20,12:00,Nemovitosti,Rodinný dům,EX500004/21-19,27000000,27000000,https://www.portaldrazeb.cz/drazba/067ex500004-21-19-53zbn
Podkonický Juraj,255702060,e-podatelna@exekuce.eu,Mělník,Středočeský kraj,50.3786597,14.5415664,"Nadstandardní rodinný dům 10+kk s pozemky o velikosti 3 633m2, terasou, krytým bazénem a garáží a  k.ú. Lhotka, okr. Mělník",2021-10-20,12:00,Nemovitosti,Rodinný dům,EX500004/21-19,27000000,27000000,https://www.portaldrazeb.cz/drazba/067ex500004-21-19-53zbn
Sobíšková Zuzana,235300563,info@exekutorsky-urad.cz,Strakonice,Jihočeský kraj,49.3328114,13.8569151,"Pozemky se zděnými kůlnami, Třebohostice",2021-10-21,07:00,Nemovitosti,Pozemek,EX13160/09-212,86000,43000,https://www.portaldrazeb.cz/drazba/180ex13160-09-212-kdeaq
Mika Dalimil,376310088,kancelar@euk.cz,Klatovy,Plzeňský kraj,49.3214721,13.3878738,"podíl 1/44 pozemku v k.ú. Bernartice u Boříkov, okres Klatovy",2021-10-21,07:30,Nemovitosti,Pozemek,EX20388/16-426,6000,4000,https://www.portaldrazeb.cz/drazba/120ex20388-16-426-73vqk
Sobíšková Zuzana,235300563,info@exekutorsky-urad.cz,Karlovy Vary,Karlovarský kraj,"50.359271,",,"Pozemek o velikosti  1383 m2, Jáchymov, podíl 1/2",2021-10-21,08:00,Nemovitosti,Pozemek,EX03445/10-154,66000,33000,https://www.portaldrazeb.cz/drazba/180ex03445-10-154-dqkvz
Porostlý Vlastimil,596617237,podatelna@exekucniurad.cz,Praha,Hlavní město Praha,50.0763558,14.4734914,"Rodinný dům, Svinařov u Kladna, podíl 1/2",2021-10-21,08:00,Nemovitosti,Rodinný dům,9DD00002/21-12,5000000,5000000,https://www.portaldrazeb.cz/drazba/069dd00002-21-12-jl58z
Mika Dalimil,376310088,kancelar@euk.cz,Klatovy,Plzeňský kraj,49.3228352,13.3826917,"podíl 1/44 pozemků v k.ú. Bernartice u Boříkov, okres Klatovy",2021-10-21,08:00,Nemovitosti,Pozemek,EX20388/16-427,9000,6000,https://www.portaldrazeb.cz/drazba/120ex20388-16-427-yo7vd
Mika Dalimil,376310088,kancelar@euk.cz,Kolín,Středočeský kraj,49.9989824,14.7829139,"lesní pozemek v k.ú. Štíhlice, okres Praha-východ",2021-10-21,08:30,Nemovitosti,Pozemek,EX35834/12-130,6300,4200,https://www.portaldrazeb.cz/drazba/120ex35834-12-130-jl59k
Mika Dalimil,376310088,kancelar@euk.cz,Vyškov,Jihomoravský kraj,49.1706292,17.0608626,"nově vytvořený pozemek parc. č. 1203/19 o výměře 38 m2, který vznikl oddělením z pozemku parc. č. 1147/14 v katastrálním území Milonice.",2021-10-21,09:00,Nemovitosti,Pozemek,0EX4279/09-178,610,410,https://www.portaldrazeb.cz/drazba/120ex4279-09-178-lgwlp
Luhan Ivo,296333728,exek.uradpraha@seznam.cz,Praha-východ,Středočeský kraj,50.0310021,14.6685107,Zemědělské pozemky v k. ú.  Křenice u Prahy,2021-10-21,10:00,Nemovitosti,Pozemek,9EX4644/09-351,1970000,1313334,https://www.portaldrazeb.cz/drazba/099ex4644-09-351-53z7n
Mika Dalimil,376310088,kancelar@euk.cz,Brno-venkov,Jihomoravský kraj,49.3704137,16.4864497,"podíl 1/39 pozemků v k.ú. Všechovice u Tišnova, okres Brno-venkov",2021-10-21,11:30,Nemovitosti,Pozemek,EX41625/10-387,540,400,https://www.portaldrazeb.cz/drazba/120ex41625-10-387-xjz7g
Mika Dalimil,376310088,kancelar@euk.cz,Brno-venkov,Jihomoravský kraj,49.3698978,16.4866806,"podíl 1/39 pozemků v k.ú. Všechovice u Tišnova, okres Brno-venkov",2021-10-21,12:00,Nemovitosti,Pozemek,EX41625/10-388,150,100,https://www.portaldrazeb.cz/drazba/120ex41625-10-388-jl59k
Porostlý Vlastimil,596617237,podatelna@exekucniurad.cz,Neuvedeno,-,,,Linka na výrobu sycených a slazených nápojů,2021-10-22,07:00,Movitosti,Ostatní,9EX04257/20-36,4644000,1548000,https://www.portaldrazeb.cz/drazba/069ex04257-20-36-ekg2b
Kocinec Jaroslav,776047050,podatelna@kocinec.eu,Frýdek-Místek,Moravskoslezský kraj,"49.707775,",,"R.D. č.p. 46 v obci Žabeň, okres Frýdek-Místek",2021-10-22,10:00,Nemovitosti,Rodinný dům,EX00674/20-Jav,1050000,700000,https://www.portaldrazeb.cz/drazba/142ex00674-20-jav-dqkml
Kocinec Jaroslav,776047050,podatelna@kocinec.eu,Praha,Hlavní město Praha,50.0763558,14.4734914,Členská práva k bytu 4+1 v obci Tábor,2021-10-22,11:00,Nemovitosti,Byt,DD20036/21-Kov,1975000,1975000,https://www.portaldrazeb.cz/drazba/142dd20036-21-kov-yo52y
Kiselová Simona,596312846,info@exekucekarvina.cz,Karviná,Moravskoslezský kraj,49.8538486,18.5380267,Dražba movitých věcí,2021-10-25,10:00,Movitosti,Elektronika,EX02412/16-199,1320,440,https://www.portaldrazeb.cz/drazba/171ex02412-16-199-pdrpv
Kiselová Simona,596312846,info@exekucekarvina.cz,Neuvedeno,-,,,Dražba movitých věcí,2021-10-25,10:15,Movitosti,Elektronika,EX02384/17-078,60,20,https://www.portaldrazeb.cz/drazba/171ex02384-17-078-lgwp4
Kiselová Simona,596312846,info@exekucekarvina.cz,Neuvedeno,-,,,Dražba movitých věcí,2021-10-25,10:30,Movitosti,Elektronika,EX01767/17-213,90,30,https://www.portaldrazeb.cz/drazba/171ex01767-17-213-w8xp4
Kiselová Simona,596312846,info@exekucekarvina.cz,Neuvedeno,-,,,Dražba movitých věcí - soubor sběratelských hokejových karet,2021-10-25,10:45,Movitosti,Ostatní,EX03355/14-376,7500,2500,https://www.portaldrazeb.cz/drazba/171ex03355-14-376-dlqwy
Souček Kamil,491422020,podatelna@soucek-exekutor.cz,Náchod,Královéhradecký kraj,,,"Rodinný dům, Zblov, Studnice u Náchoda",2021-10-26,08:00,Nemovitosti,Rodinný dům,083EX29/21-35,923400,615600,https://www.portaldrazeb.cz/drazba/083ex29-21-35-jl5ea
Valenta Jan,775178774,podatelna@exekuce.org,Břeclav,Jihomoravský kraj,48.8502518,16.6431306,"Spoluvlastnický podíl 1/3 pozemku, k.ú. Klentnice, okr. Břeclav",2021-10-27,06:30,Nemovitosti,Pozemek,6EX1004/09-227,25484,16990,https://www.portaldrazeb.cz/drazba/196ex1004-09-227-dlq9m
Valenta Jan,775178774,podatelna@exekuce.org,Břeclav,Jihomoravský kraj,48.8483776,16.6433069,"Spoluvlastnický podíl 1/3 zahrady, k.ú. Klentnice, okr. Břeclav",2021-10-27,07:30,Nemovitosti,Pozemek,6EX1004/09-228,18333,12222,https://www.portaldrazeb.cz/drazba/196ex1004-09-228-mg5o8
Tunkl Tomáš,387201481,epodatelna@vasexekutor.cz,Děčín,Ústecký kraj,,,"Rodinný dům s pozemky v obci Varnsdorf, okr. Děčín",2021-10-27,08:00,Nemovitosti,Rodinný dům,EX00333/20-267,1965000,1310000,https://www.portaldrazeb.cz/drazba/217ex00333-20-267-ekgxj
Zwiefelhofer Miloslav,212341341,podatelna@eupha3.cz,Praha-východ,Středočeský kraj,49.9582436,14.6458382,"Pozemek, Otice u Svojšovic, podíl 1/8",2021-10-27,08:00,Nemovitosti,Pozemek,4EX02407/20-48,21000,14000,https://www.portaldrazeb.cz/drazba/144ex02407-20-48-w8eyv
Mika Dalimil,376310088,kancelar@euk.cz,Brno-venkov,Jihomoravský kraj,49.3630075,16.4926145,"1/39 pozemků v k.ú. Všechovice u Tišnova, okres Brno-venkov",2021-10-27,09:00,Nemovitosti,Pozemek,EX41625/10-389,21000,14000,https://www.portaldrazeb.cz/drazba/120ex41625-10-389-xjzgk
Mika Dalimil,376310088,kancelar@euk.cz,Brno-venkov,Jihomoravský kraj,49.3681848,16.4890865,"1/39 pozemků v k.ú. Všechovice u Tišnova, okres Brno-venkov",2021-10-27,09:00,Nemovitosti,Pozemek,EX41625/10-390,27000,18000,https://www.portaldrazeb.cz/drazba/120ex41625-10-390-jl5zw
Mika Dalimil,376310088,kancelar@euk.cz,Náchod,Královéhradecký kraj,50.4818128,16.182128},"152/640 rodinného domu s pozemkem v obci Hronov, okres Náchod",2021-10-27,09:00,Nemovitosti,Bytový dům,EX31360/11-318,930000,620000,https://www.portaldrazeb.cz/drazba/120ex31360-11-318-pdrdx
Mika Dalimil,376310088,kancelar@euk.cz,Jindřichův Hradec,Jihočeský kraj,49.2594399,15.0464291,"podíl 1/2 pozemku v k.ú. Dívčí Kopy, okres Jindřichův Hradec",2021-10-27,09:00,Nemovitosti,Pozemek,0EX4638/18-179,24000,12000,https://www.portaldrazeb.cz/drazba/120ex4638-18-179-73vza
Mika Dalimil,376310088,kancelar@euk.cz,Česká Lípa,Liberecký kraj,50.6690457,14.7219476,"podíl 1/5 občanské vybavenosti s pozemkem v Pertolticích pod Ralskem, okres Česká Lípa",2021-10-27,09:00,Nemovitosti,Rodinný dům,0EX2845/08-361,72000,48000,https://www.portaldrazeb.cz/drazba/120ex2845-08-361-95qr3
Mika Dalimil,376310088,kancelar@euk.cz,Česká Lípa,Liberecký kraj,50.6690457,14.7219476,"podíl 1/5 občanské vybavenosti s pozemkem v Pertolticích pod Ralskem, okres Česká Lípa",2021-10-27,09:00,Nemovitosti,Rodinný dům,EX11235/08-402,72000,48000,https://www.portaldrazeb.cz/drazba/120ex11235-08-402-45xrn
Mika Dalimil,376310088,kancelar@euk.cz,Třebíč,Kraj Vysočina,49.1095971,16.2189205,"1/10 rodinného domu s pozemkem a příslušenstvím v obci Lhánice, okres Třebíč",2021-10-27,09:00,Nemovitosti,Rodinný dům,EX28609/11-220,120000,80000,https://www.portaldrazeb.cz/drazba/120ex28609-11-220-rbzq0
Polanský Petr,485104163,urad@exekuceliberec.cz,Plzeň-jih,Plzeňský kraj,,,"Dražba RD s pozemky a s příslušenstvím - podíl 1/4, okr. Plzeň jih",2021-10-27,09:00,Nemovitosti,Rodinný dům,131DD3/19-2,180000,90000,https://www.portaldrazeb.cz/drazba/131dd3-19-2-1lmln
Mika Dalimil,376310088,kancelar@euk.cz,Liberec,Liberecký kraj,50.7585743,15.0660345,"pozemek v k.ú. Rochlice u Liberce, okres Liberec",2021-10-27,09:00,Nemovitosti,Pozemek,20EX748/11-127,15000,10000,https://www.portaldrazeb.cz/drazba/120ex748-11-127-a9kxa
Mika Dalimil,376310088,kancelar@euk.cz,Plzeň-jih,Plzeňský kraj,49.4528832,13.6785469,"1/4 rodinného domu s pozemky a příslušenstvím v obci Kotouň, část obce Oselce, okres Plzeň-jih",2021-10-27,09:00,Nemovitosti,Rodinný dům,EX16818/09-227,171500,114300,https://www.portaldrazeb.cz/drazba/120ex16818-09-227-dlqwp
Mika Dalimil,376310088,kancelar@euk.cz,Znojmo,Jihomoravský kraj,49.0341973,16.3043135,"1/36 pozemků v k.ú. Moravský Krumlov, okres Znojmo",2021-10-27,09:00,Nemovitosti,Pozemek,EX36658/11-180,81000,54000,https://www.portaldrazeb.cz/drazba/120ex36658-11-180-53zga
Jícha Lukáš,588003999,urad@eujicha.cz,Uherské Hradiště,Zlínský kraj,49.0226642,17.7792218,"Podíl na pozemcích v k.ú. Záhorovice a k.ú. Bojkovice, okr. Uherské Hradiště",2021-10-27,11:00,Nemovitosti,Pozemek,203EX36947/20,25650,17100,https://www.portaldrazeb.cz/drazba/203ex36947-20-xjzry
Jícha Lukáš,588003999,urad@eujicha.cz,Hodonín,Jihomoravský kraj,49.0158382,17.196039},"Podíl na rodinném domě v obci Žádovice, okr. Hodonín",2021-10-27,11:00,Nemovitosti,Rodinný dům,203EX10330/09,40000,26667,https://www.portaldrazeb.cz/drazba/203ex10330-09-nqex2
Jícha Lukáš,588003999,urad@eujicha.cz,Děčín,Ústecký kraj,50.7690859,14.1076932,"Rodinný dům v obci Jílové, okr. Děčín",2021-10-27,11:00,Nemovitosti,Rodinný dům,203EX45916/13,1680000,1120000,https://www.portaldrazeb.cz/drazba/203ex45916-13-aqaxb
Jícha Lukáš,588003999,urad@eujicha.cz,Blansko,Jihomoravský kraj,,,"Objekt jiné stavby v obci Holštejn, okr. Blansko",2021-10-27,11:00,Nemovitosti,Rekreační objekt,EX35950/10-200,630000,420000,https://www.portaldrazeb.cz/drazba/203ex35950-10-200-qbn0a
Jícha Lukáš,588003999,urad@eujicha.cz,Teplice,Ústecký kraj,50.6010224,13.7520417,"Pozemek v k.ú. Duchcov, okr. Teplice",2021-10-27,11:00,Nemovitosti,Pozemek,203EX10695/21,120000,80000,https://www.portaldrazeb.cz/drazba/203ex10695-21-lgwbw
Jícha Lukáš,588003999,urad@eujicha.cz,Liberec,Liberecký kraj,50.7988673,15.0666498,Podíl na rodinném domě v Liberci,2021-10-27,11:00,Nemovitosti,Rodinný dům,203EX4185/21,230000,153333,https://www.portaldrazeb.cz/drazba/203ex4185-21-pdrbz
Jícha Lukáš,588003999,urad@eujicha.cz,Jičín,Královéhradecký kraj,50.4988552,15.5099228,"Podíl na rodinném domě v obci Nová Paka, okr. Jičín",2021-10-27,11:00,Nemovitosti,Rodinný dům,203EX25576/10,27000,18000,https://www.portaldrazeb.cz/drazba/203ex25576-10-45xdg
Jícha Lukáš,588003999,urad@eujicha.cz,Hodonín,Jihomoravský kraj,49.0158382,17.196039},"Podíl na rodinném domě v obci Žádovice, okr. Hodonín",2021-10-27,11:00,Nemovitosti,Rodinný dům,203EX10330/09,40000,26667,https://www.portaldrazeb.cz/drazba/203ex10330-09-nqex2
Mika Dalimil,376310088,kancelar@euk.cz,Brno-venkov,Jihomoravský kraj,49.3689851,16.4915525,"1/39 pozemků v k.ú. Všechovice u Tišnova, okres Brno-venkov",2021-10-27,11:30,Nemovitosti,Pozemek,EX41625/10-394,30000,20000,https://www.portaldrazeb.cz/drazba/120ex41625-10-394-rbzn0
Kocinec Jaroslav,776047050,podatelna@kocinec.eu,Vsetín,Zlínský kraj,49.4822444,17.9682126,"1/2 podíl na R.D. č.p. 64 v obci Krásno nad Bečvou, okres Vsetín",2021-10-29,07:00,Nemovitosti,Rodinný dům,DD20044/19-Hrn,1379100,1300000,https://www.portaldrazeb.cz/drazba/142dd20044-19-hrn-yo5aj
Kocinec Jaroslav,776047050,podatelna@kocinec.eu,Frýdek-Místek,Moravskoslezský kraj,49.6862997,18.6265033,"R.D. č.p. 303 v obci Konská, Okres Frýdek-Místek",2021-10-29,11:00,Nemovitosti,Rodinný dům,DD20031/21-Fol,1600000,1600000,https://www.portaldrazeb.cz/drazba/142dd20031-21-fol-nqewm
Mohyla René,730897919,urad@eumohyla.cz,Přerov,Olomoucký kraj,49.4991912,17.7391806,"Podíl 1/2 na orné půdě, okres Přerov",2021-11-02,12:00,Nemovitosti,Pozemek,187EX00256/14,20000,13334,https://www.portaldrazeb.cz/drazba/187ex00256-14-2x3rn
Erbert Ivo,222950829,podatelna@euprahavychod.cz,Praha-východ,Středočeský kraj,49.8779956,14.7566064,"Objekt rodinné rekreace - \""chata\"", bez pozemku a přístupové cesty",2021-11-02,13:00,Nemovitosti,Rekreační objekt,149EX993/20-28,150000,100000,https://www.portaldrazeb.cz/drazba/149ex993-20-28-w8x2x
Valenta Jan,775178774,podatelna@exekuce.org,Svitavy,Pardubický kraj,"49.830144,",,"Podíly pozemků v k.ú. Třebařov, okr. Svitavy",2021-11-03,07:30,Nemovitosti,Pozemek,96EX554/07-464,530000,265000,https://www.portaldrazeb.cz/drazba/196ex554-07-464-45xpx
Zwiefelhofer Miloslav,212341341,podatelna@eupha3.cz,Tábor,Jihočeský kraj,49.5352134,14.8102289,"Rodinný dům, Mladá Vožice",2021-11-03,09:00,Nemovitosti,Rodinný dům,4EX02434/20-68,2706000,1804000,https://www.portaldrazeb.cz/drazba/144ex02434-20-68-ekgz8
Mika Dalimil,376310088,kancelar@euk.cz,Pardubice,Pardubický kraj,50.0264921,15.7724578,3/4 rodinného domu s pozemky v Pardubicích \u2013 Zelené Předměstí,2021-11-03,10:00,Nemovitosti,Rodinný dům,0EX20870/19-98,4380000,2920000,https://www.portaldrazeb.cz/drazba/120ex20870-19-98-mg5xl
Mika Dalimil,376310088,kancelar@euk.cz,Sokolov,Karlovarský kraj,50.2344232,12.7216641,"1/10 pozemku s příslušenstvím v obci Vintířov, okres Sokolov",2021-11-03,10:00,Nemovitosti,Pozemek,0EX5926/09-155,18000,9000,https://www.portaldrazeb.cz/drazba/120ex5926-09-155-a9kya
Mika Dalimil,376310088,kancelar@euk.cz,Semily,Liberecký kraj,"50.568679,",,"pozemek v k.ú. Košťálov, okres Semily",2021-11-03,10:00,Nemovitosti,Pozemek,EX29164/12-349,810000,540000,https://www.portaldrazeb.cz/drazba/120ex29164-12-349-lgwkr
Mika Dalimil,376310088,kancelar@euk.cz,Děčín,Ústecký kraj,50.7584992,14.1773931,chatu s podílem na pozemku v Děčíně - Chrochvice,2021-11-03,10:00,Nemovitosti,Rekreační objekt,EX39889/12-318,300000,200000,https://www.portaldrazeb.cz/drazba/120ex39889-12-318-dqkqp
Mika Dalimil,376310088,kancelar@euk.cz,Karlovy Vary,Karlovarský kraj,50.0683521,12.8636138,"podíl 1/2 bydlení s pozemkem v obci Chodov, okres Karlovy Vary",2021-11-03,10:00,Nemovitosti,Rodinný dům,EX22936/14-146,336000,224000,https://www.portaldrazeb.cz/drazba/120ex22936-14-146-rbzex
Mika Dalimil,376310088,kancelar@euk.cz,Cheb,Karlovarský kraj,50.2808532,12.1594061,"rodinný dům s\u00a0pozemky a příslušenstvím v\u00a0obci Hranice-Pastviny, okres Cheb",2021-11-03,10:00,Nemovitosti,Rodinný dům,20EX8818/19-77,1095000,730000,https://www.portaldrazeb.cz/drazba/120ex8818-19-77-qbnyr
Mika Dalimil,376310088,kancelar@euk.cz,Domažlice,Plzeňský kraj,49.4404727,12.9505589,"1/12 pozemků v k.ú. Domažlice, okres Domažlice",2021-11-03,10:00,Nemovitosti,Pozemek,0EX4623/11-174,63000,42000,https://www.portaldrazeb.cz/drazba/120ex4623-11-174-kdeze
Mika Dalimil,376310088,kancelar@euk.cz,Jindřichův Hradec,Jihočeský kraj,49.0321299,14.9255476,"podíl 1/16 pozemku v k.ú. Libořezy, okres Jindřichův Hradec",2021-11-03,10:00,Nemovitosti,Pozemek,EX32414/14-159,12000,8000,https://www.portaldrazeb.cz/drazba/120ex32414-14-159-rbzwa
Mika Dalimil,376310088,kancelar@euk.cz,Jindřichův Hradec,Jihočeský kraj,49.0364051,14.9236172,"podíl 1/16 pozemků v obci Příbraz, okres Jindřichův Hradec",2021-11-03,10:00,Nemovitosti,Stavební pozemek,EX32414/14-160,27000,18000,https://www.portaldrazeb.cz/drazba/120ex32414-14-160-yo78b
Mika Dalimil,376310088,kancelar@euk.cz,Jindřichův Hradec,Jihočeský kraj,49.0369017,14.923206},"podíl 1/16 pozemků v k.ú. Příbraz, okres Jindřichův Hradec",2021-11-03,10:00,Nemovitosti,Pozemek,EX32414/14-161,21000,14000,https://www.portaldrazeb.cz/drazba/120ex32414-14-161-a9kob
Mika Dalimil,376310088,kancelar@euk.cz,Strakonice,Jihočeský kraj,49.5016609,13.8753199,"rodinný dům s pozemkem v Bělčicích, okres Strakonice",2021-11-03,10:00,Nemovitosti,Rodinný dům,EX11400/07-328,480000,320000,https://www.portaldrazeb.cz/drazba/120ex11400-07-328-53zkj
Jícha Lukáš,588003999,urad@eujicha.cz,Jindřichův Hradec,Jihočeský kraj,48.8933315,14.8769568,"Pozemky v k.ú. Suchdol nad Lužnicí, okr. Jindřichův Hradec",2021-11-03,12:00,Nemovitosti,Pozemek,EX26977/12-119,295000,147500,https://www.portaldrazeb.cz/drazba/203ex26977-12-119-ekgzk
Jícha Lukáš,588003999,urad@eujicha.cz,Žďár nad Sázavou,Kraj Vysočina,49.5616839,16.2022648,"Objekt výroby v obci Bohuňov, okr. Žďár nad Sázavou",2021-11-03,12:00,Nemovitosti,Průmyslová stavba,EX40564/19-144,2870000,1148000,https://www.portaldrazeb.cz/drazba/203ex40564-19-144-53zyn
Jícha Lukáš,588003999,urad@eujicha.cz,Příbram,Středočeský kraj,49.6145399,14.1864986,"Podíl na stavebním pozemku v k.ú. Solenice, okr. Příbram",2021-11-03,12:00,Nemovitosti,Pozemek,EX28380/10-547,300000,150000,https://www.portaldrazeb.cz/drazba/203ex28380-10-547-dqkrd
Jícha Lukáš,588003999,urad@eujicha.cz,Příbram,Středočeský kraj,49.6134421,14.1911206,"Podíl na stavebním pozemku v k.ú. Solenice, okr. Příbram",2021-11-03,12:00,Nemovitosti,Stavební pozemek,EX28380/10-548,120000,60000,https://www.portaldrazeb.cz/drazba/203ex28380-10-548-dlqdm
Jícha Lukáš,588003999,urad@eujicha.cz,Jičín,Královéhradecký kraj,50.3421913,15.2643708,"Zemědělské pozemky v k.ú. Kopidlno, okr. Jičín",2021-11-03,12:00,Nemovitosti,Pozemek,203EX3456/21,660000,440000,https://www.portaldrazeb.cz/drazba/203ex3456-21-kde0p
